symbol_id,ticker,exchange,currency,active_from,active_to
42,BIIB,XNAS,USD,2020-01-01T00:00:00+00:00,
43,ILMN,XNAS,USD,2020-01-01T00:00:00+00:00,
44,ISRG,XNAS,USD,2020-01-01T00:00:00+00:00,
45,DXCM,XNAS,USD,2020-01-01T00:00:00+00:00,
46,IDXX,XNAS,USD,2020-01-01T00:00:00+00:00,
47,ALGN,XNAS,USD,2020-01-01T00:00:00+00:00,
48,CPRT,XNAS,USD,2020-01-01T00:00:00+00:00,
49,CHTR,XNAS,USD,2020-01-01T00:00:00+00:00,
50,CMCSA,XNAS,USD,2020-01-01T00:00:00+00:00,
51,TMUS,XNAS,USD,2020-01-01T00:00:00+00:00,
52,VZ,XNAS,USD,2020-01-01T00:00:00+00:00,
53,T,XNAS,USD,2020-01-01T00:00:00+00:00,
54,DIS,XNAS,USD,2020-01-01T00:00:00+00:00,
55,FOX,XNAS,USD,2020-01-01T00:00:00+00:00,
56,FOXA,XNAS,USD,2020-01-01T00:00:00+00:00,
57,PARA,XNAS,USD,2020-01-01T00:00:00+00:00,
58,WBD,XNAS,USD,2020-01-01T00:00:00+00:00,
59,EA,XNAS,USD,2020-01-01T00:00:00+00:00,
60,ATVI,XNAS,USD,2020-01-01T00:00:00+00:00,
61,TTWO,XNAS,USD,2020-01-01T00:00:00+00:00,
62,ZNGA,XNAS,USD,2020-01-01T00:00:00+00:00,
63,MTCH,XNAS,USD,2020-01-01T00:00:00+00:00,
64,SNAP,XNAS,USD,2020-01-01T00:00:00+00:00,
65,PINS,XNAS,USD,2020-01-01T00:00:00+00:00,
66,TWTR,XNAS,USD,2020-01-01T00:00:00+00:00,
67,UBER,XNAS,USD,2020-01-01T00:00:00+00:00,
68,LYFT,XNAS,USD,2020-01-01T00:00:00+00:00,
69,DASH,XNAS,USD,2020-01-01T00:00:00+00:00,
70,RBLX,XNAS,USD,2020-01-01T00:00:00+00:00,
71,HOOD,XNAS,USD,2020-01-01T00:00:00+00:00,
72,COIN,XNAS,USD,2020-01-01T00:00:00+00:00,
73,SQ,XNAS,USD,2020-01-01T00:00:00+00:00,
74,V,XNAS,USD,2020-01-01T00:00:00+00:00,
75,MA,XNAS,USD,2020-01-01T00:00:00+00:00,
76,AXP,XNAS,USD,2020-01-01T00:00:00+00:00,
77,DFS,XNAS,USD,2020-01-01T00:00:00+00:00,
78,JPM,XNAS,USD,2020-01-01T00:00:00+00:00,
79,BAC,XNAS,USD,2020-01-01T00:00:00+00:00,
80,WFC,XNAS,USD,2020-01-01T00:00:00+00:00,
81,C,XNAS,USD,2020-01-01T00:00:00+00:00,
82,GS,XNAS,USD,2020-01-01T00:00:00+00:00,
83,MS,XNAS,USD,2020-01-01T00:00:00+00:00,
84,BLK,XNAS,USD,2020-01-01T00:00:00+00:00,
85,SCHW,XNAS,USD,2020-01-01T00:00:00+00:00,
86,TROW,XNAS,USD,2020-01-01T00:00:00+00:00,
87,IVZ,XNAS,USD,2020-01-01T00:00:00+00:00,
88,ICE,XNAS,USD,2020-01-01T00:00:00+00:00,
89,CME,XNAS,USD,2020-01-01T00:00:00+00:00,
90,MCO,XNAS,USD,2020-01-01T00:00:00+00:00,
91,SPGI,XNAS,USD,2020-01-01T00:00:00+00:00,
92,MSCI,XNAS,USD,2020-01-01T00:00:00+00:00,
93,NDAQ,XNAS,USD,2020-01-01T00:00:00+00:00,
94,CBOE,XNAS,USD,2020-01-01T00:00:00+00:00,
95,NTRS,XNAS,USD,2020-01-01T00:00:00+00:00,
96,STT,XNAS,USD,2020-01-01T00:00:00+00:00,
97,USB,XNAS,USD,2020-01-01T00:00:00+00:00,
98,PNC,XNAS,USD,2020-01-01T00:00:00+00:00,
99,KEY,XNAS,USD,2020-01-01T00:00:00+00:00,
100,HBAN,XNAS,USD,2020-01-01T00:00:00+00:00,
101,RF,XNAS,USD,2020-01-01T00:00:00+00:00,
102,ZM,XNAS,USD,2020-01-01T00:00:00+00:00,
103,TEAM,XNAS,USD,2020-01-01T00:00:00+00:00,
104,OKTA,XNAS,USD,2020-01-01T00:00:00+00:00,
105,CRWD,XNAS,USD,2020-01-01T00:00:00+00:00,
106,ZS,XNAS,USD,2020-01-01T00:00:00+00:00,
107,NET,XNAS,USD,2020-01-01T00:00:00+00:00,
108,PLTR,XNAS,USD,2020-01-01T00:00:00+00:00,
109,SNOW,XNAS,USD,2020-01-01T00:00:00+00:00,
110,DDOG,XNAS,USD,2020-01-01T00:00:00+00:00,
111,MDB,XNAS,USD,2020-01-01T00:00:00+00:00,
112,ESTC,XNAS,USD,2020-01-01T00:00:00+00:00,
113,SPLK,XNAS,USD,2020-01-01T00:00:00+00:00,
114,VRSN,XNAS,USD,2020-01-01T00:00:00+00:00,
115,AKAM,XNAS,USD,2020-01-01T00:00:00+00:00,
116,FFIV,XNAS,USD,2020-01-01T00:00:00+00:00,
117,JNPR,XNAS,USD,2020-01-01T00:00:00+00:00,
118,ANET,XNAS,USD,2020-01-01T00:00:00+00:00,
119,ARRS,XNAS,USD,2020-01-01T00:00:00+00:00,
120,CIEN,XNAS,USD,2020-01-01T00:00:00+00:00,
121,COMM,XNAS,USD,2020-01-01T00:00:00+00:00,
122,FLEX,XNAS,USD,2020-01-01T00:00:00+00:00,
123,JBL,XNAS,USD,2020-01-01T00:00:00+00:00,
124,AMAT,XNAS,USD,2020-01-01T00:00:00+00:00,
125,TER,XNAS,USD,2020-01-01T00:00:00+00:00,
126,NVLS,XNAS,USD,2020-01-01T00:00:00+00:00,
127,BRCM,XNAS,USD,2020-01-01T00:00:00+00:00,
128,MRVL,XNAS,USD,2020-01-01T00:00:00+00:00,
129,XLNX,XNAS,USD,2020-01-01T00:00:00+00:00,
130,SWKS,XNAS,USD,2020-01-01T00:00:00+00:00,
131,QRVO,XNAS,USD,2020-01-01T00:00:00+00:00,
132,CRUS,XNAS,USD,2020-01-01T00:00:00+00:00,
133,SYNA,XNAS,USD,2020-01-01T00:00:00+00:00,
134,MXIM,XNAS,USD,2020-01-01T00:00:00+00:00,
135,SLAB,XNAS,USD,2020-01-01T00:00:00+00:00,
136,ALNY,XNAS,USD,2020-01-01T00:00:00+00:00,
137,BMRN,XNAS,USD,2020-01-01T00:00:00+00:00,
138,EXEL,XNAS,USD,2020-01-01T00:00:00+00:00,
139,INCY,XNAS,USD,2020-01-01T00:00:00+00:00,
140,SGEN,XNAS,USD,2020-01-01T00:00:00+00:00,
141,ABMD,XNAS,USD,2020-01-01T00:00:00+00:00,
142,ALKS,XNAS,USD,2020-01-01T00:00:00+00:00,
143,AMRN,XNAS,USD,2020-01-01T00:00:00+00:00,
144,ARNA,XNAS,USD,2020-01-01T00:00:00+00:00,
145,BCRX,XNAS,USD,2020-01-01T00:00:00+00:00,
146,BLUE,XNAS,USD,2020-01-01T00:00:00+00:00,
147,CERS,XNAS,USD,2020-01-01T00:00:00+00:00,
148,CLVS,XNAS,USD,2020-01-01T00:00:00+00:00,
149,CRSP,XNAS,USD,2020-01-01T00:00:00+00:00,
150,EDIT,XNAS,USD,2020-01-01T00:00:00+00:00,
151,FOLD,XNAS,USD,2020-01-01T00:00:00+00:00,
152,GERN,XNAS,USD,2020-01-01T00:00:00+00:00,
153,IONS,XNAS,USD,2020-01-01T00:00:00+00:00,
154,JAZZ,XNAS,USD,2020-01-01T00:00:00+00:00,
155,KPTI,XNAS,USD,2020-01-01T00:00:00+00:00,
156,MRNA,XNAS,USD,2020-01-01T00:00:00+00:00,
157,NBIX,XNAS,USD,2020-01-01T00:00:00+00:00,
158,NKTR,XNAS,USD,2020-01-01T00:00:00+00:00,
159,NVAX,XNAS,USD,2020-01-01T00:00:00+00:00,
160,OCGN,XNAS,USD,2020-01-01T00:00:00+00:00,
161,PTCT,XNAS,USD,2020-01-01T00:00:00+00:00,
162,RARE,XNAS,USD,2020-01-01T00:00:00+00:00,
163,SRPT,XNAS,USD,2020-01-01T00:00:00+00:00,
164,UTHR,XNAS,USD,2020-01-01T00:00:00+00:00,
165,AAPL,XNYS,USD,2020-01-01T00:00:00+00:00,
166,MSFT,XNYS,USD,2020-01-01T00:00:00+00:00,
167,GOOGL,XNYS,USD,2020-01-01T00:00:00+00:00,
168,AMZN,XNYS,USD,2020-01-01T00:00:00+00:00,
169,NVDA,XNYS,USD,2020-01-01T00:00:00+00:00,
170,META,XNYS,USD,2020-01-01T00:00:00+00:00,
171,BRK-B,XNYS,USD,2020-01-01T00:00:00+00:00,
172,LLY,XNYS,USD,2020-01-01T00:00:00+00:00,
173,V,XNYS,USD,2020-01-01T00:00:00+00:00,
174,TSM,XNYS,USD,2020-01-01T00:00:00+00:00,
175,UNH,XNYS,USD,2020-01-01T00:00:00+00:00,
176,XOM,XNYS,USD,2020-01-01T00:00:00+00:00,
177,JNJ,XNYS,USD,2020-01-01T00:00:00+00:00,
178,WMT,XNYS,USD,2020-01-01T00:00:00+00:00,
179,JPM,XNYS,USD,2020-01-01T00:00:00+00:00,
180,PG,XNYS,USD,2020-01-01T00:00:00+00:00,
181,MA,XNYS,USD,2020-01-01T00:00:00+00:00,
182,HD,XNYS,USD,2020-01-01T00:00:00+00:00,
183,CVX,XNYS,USD,2020-01-01T00:00:00+00:00,
184,AVGO,XNYS,USD,2020-01-01T00:00:00+00:00,
185,MRK,XNYS,USD,2020-01-01T00:00:00+00:00,
186,PEP,XNYS,USD,2020-01-01T00:00:00+00:00,
187,KO,XNYS,USD,2020-01-01T00:00:00+00:00,
188,ABBV,XNYS,USD,2020-01-01T00:00:00+00:00,
189,PFE,XNYS,USD,2020-01-01T00:00:00+00:00,
190,BAC,XNYS,USD,2020-01-01T00:00:00+00:00,
191,TMO,XNYS,USD,2020-01-01T00:00:00+00:00,
192,COST,XNYS,USD,2020-01-01T00:00:00+00:00,
193,ACN,XNYS,USD,2020-01-01T00:00:00+00:00,
194,DHR,XNYS,USD,2020-01-01T00:00:00+00:00,
195,VZ,XNYS,USD,2020-01-01T00:00:00+00:00,
196,WFC,XNYS,USD,2020-01-01T00:00:00+00:00,
197,ADBE,XNYS,USD,2020-01-01T00:00:00+00:00,
198,NEE,XNYS,USD,2020-01-01T00:00:00+00:00,
199,PM,XNYS,USD,2020-01-01T00:00:00+00:00,
200,TXN,XNYS,USD,2020-01-01T00:00:00+00:00,
201,RTX,XNYS,USD,2020-01-01T00:00:00+00:00,
202,HON,XNYS,USD,2020-01-01T00:00:00+00:00,
203,QCOM,XNYS,USD,2020-01-01T00:00:00+00:00,
204,T,XNYS,USD,2020-01-01T00:00:00+00:00,
205,UPS,XNYS,USD,2020-01-01T00:00:00+00:00,
206,MS,XNYS,USD,2020-01-01T00:00:00+00:00,
207,BMY,XNYS,USD,2020-01-01T00:00:00+00:00,
208,SPGI,XNYS,USD,2020-01-01T00:00:00+00:00,
209,ISRG,XNYS,USD,2020-01-01T00:00:00+00:00,
210,GS,XNYS,USD,2020-01-01T00:00:00+00:00,
211,BLK,XNYS,USD,2020-01-01T00:00:00+00:00,
212,AMT,XNYS,USD,2020-01-01T00:00:00+00:00,
213,DE,XNYS,USD,2020-01-01T00:00:00+00:00,
214,PLD,XNYS,USD,2020-01-01T00:00:00+00:00,
215,LMT,XNYS,USD,2020-01-01T00:00:00+00:00,
216,GILD,XNYS,USD,2020-01-01T00:00:00+00:00,
217,AMGN,XNYS,USD,2020-01-01T00:00:00+00:00,
218,SCHW,XNYS,USD,2020-01-01T00:00:00+00:00,
219,TGT,XNYS,USD,2020-01-01T00:00:00+00:00,
220,USB,XNYS,USD,2020-01-01T00:00:00+00:00,
221,ADI,XNYS,USD,2020-01-01T00:00:00+00:00,
222,SO,XNYS,USD,2020-01-01T00:00:00+00:00,
223,DUK,XNYS,USD,2020-01-01T00:00:00+00:00,
224,NSC,XNYS,USD,2020-01-01T00:00:00+00:00,
225,ITW,XNYS,USD,2020-01-01T00:00:00+00:00,
226,BDX,XNYS,USD,2020-01-01T00:00:00+00:00,
227,TJX,XNYS,USD,2020-01-01T00:00:00+00:00,
228,CME,XNYS,USD,2020-01-01T00:00:00+00:00,
229,CI,XNYS,USD,2020-01-01T00:00:00+00:00,
230,ZTS,XNYS,USD,2020-01-01T00:00:00+00:00,
231,MMC,XNYS,USD,2020-01-01T00:00:00+00:00,
232,ETN,XNYS,USD,2020-01-01T00:00:00+00:00,
233,SLB,XNYS,USD,2020-01-01T00:00:00+00:00,
234,EOG,XNYS,USD,2020-01-01T00:00:00+00:00,
235,AON,XNYS,USD,2020-01-01T00:00:00+00:00,
236,SHW,XNYS,USD,2020-01-01T00:00:00+00:00,
237,APD,XNYS,USD,2020-01-01T00:00:00+00:00,
238,KLAC,XNYS,USD,2020-01-01T00:00:00+00:00,
239,GE,XNYS,USD,2020-01-01T00:00:00+00:00,
240,F,XNYS,USD,2020-01-01T00:00:00+00:00,
241,GM,XNYS,USD,2020-01-01T00:00:00+00:00,
242,CAT,XNYS,USD,2020-01-01T00:00:00+00:00,
243,BA,XNYS,USD,2020-01-01T00:00:00+00:00,
244,UNP,XNYS,USD,2020-01-01T00:00:00+00:00,
245,CSCO,XNYS,USD,2020-01-01T00:00:00+00:00,
246,INTC,XNYS,USD,2020-01-01T00:00:00+00:00,
247,ORCL,XNYS,USD,2020-01-01T00:00:00+00:00,
248,IBM,XNYS,USD,2020-01-01T00:00:00+00:00,
249,MU,XNYS,USD,2020-01-01T00:00:00+00:00,
250,AMD,XNYS,USD,2020-01-01T00:00:00+00:00,
251,CRM,XNYS,USD,2020-01-01T00:00:00+00:00,
252,NFLX,XNYS,USD,2020-01-01T00:00:00+00:00,
253,PYPL,XNYS,USD,2020-01-01T00:00:00+00:00,
254,SQ,XNYS,USD,2020-01-01T00:00:00+00:00,
255,AXP,XNYS,USD,2020-01-01T00:00:00+00:00,
256,DFS,XNYS,USD,2020-01-01T00:00:00+00:00,
257,C,XNYS,USD,2020-01-01T00:00:00+00:00,
258,TROW,XNYS,USD,2020-01-01T00:00:00+00:00,
259,IVZ,XNYS,USD,2020-01-01T00:00:00+00:00,
260,ICE,XNYS,USD,2020-01-01T00:00:00+00:00,
261,DIS,XNYS,USD,2020-01-01T00:00:00+00:00,
262,MMM,XNYS,USD,2020-01-01T00:00:00+00:00,
263,DOW,XNYS,USD,2020-01-01T00:00:00+00:00,
264,NKE,XNYS,USD,2020-01-01T00:00:00+00:00,
265,ABT,XNYS,USD,2020-01-01T00:00:00+00:00,
